STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,POLLUTANT,Pollutant,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1999,,120286.11,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2000,,124139.63,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2001,,125104.65,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2002,,124757.67,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2003,,128857.44,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2004,,129521.32,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2005,,133219.64,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2006,,129680.31,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2007,,133579.12,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2008,,129162,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2009,,121836.76,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2010,,115767.71,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2011,,112680.37,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2012,,109382.01,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2013,,101240.12,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2014,,99229.87,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2015,,91712.31,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2016,,88202.62,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2017,,92000,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2018,,87912.01,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2019,,80752.83,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2020,,70048.59,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2021,,72012.6,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1990,,254169.92,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1991,,281397.38,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1992,,310227.72,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1993,,347006.06,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1994,,369647.95,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1995,,401638.59,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1996,,434444.51,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1997,,461309.7,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1998,,382516.39,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1999,,412346.65,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2000,,442646.65,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2001,,456481.21,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2002,,481113.27,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2003,,491949.87,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2004,,498793.13,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2005,,505212.55,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2006,,509621.21,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2007,,522355.32,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2008,,535012.9,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2009,,539202.54,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2010,,600041.42,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2011,,629525.21,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2012,,638791.01,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2013,,652281.49,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2014,,646222.89,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2015,,646065.71,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2016,,646753.5,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2017,,668956.86,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2018,,686643.21,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2019,,663503.57,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KOR,Korea,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2020,,618347,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1990,,102.35,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1991,,103.2,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1992,,108.84,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1993,,107.99,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1994,,108.69,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1995,,105.32,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1996,,109.11,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1997,,107.74,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1998,,106.84,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,1999,,108.05,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2000,,106.19,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2001,,106.63,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2002,,107.02,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2003,,104.01,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2004,,98.83,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2005,,97.66,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2006,,93.25,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2007,,93.03,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2008,,93.72,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2009,,90.06,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2010,,87.68,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2011,,86.21,,A,Normal value,3,Thousands,,,,,2,Two,,
